tweet_id,jpg_url,Dog_breed,timestamp,source,text,rating_numerator,rating_denominator,name,stage
8.896388375799071e+17,https://pbs.twimg.com/media/DFihzFfXsAYGDPR.jpg,French bulldog,2017-07-25 00:10:02+00:00,Twitter for iPhone,This is Ted. He does his best. Sometimes that's not enough. But it's ok. 12/10 would assist,12,10,Ted,
8.895311353442099e+17,https://pbs.twimg.com/media/DFg_2PVW0AEHN3p.jpg,golden retriever,2017-07-24 17:02:04+00:00,Twitter for iPhone,This is Stuart. He's sporting his favorite fanny pack. Secretly filled with bones only. 13/10 puppared puppo #BarkWeek,13,10,Stuart,puppo
8.892788419816858e+17,https://pbs.twimg.com/ext_tw_video_thumb/889278779352338437/pu/img/VlbFB3v8H8VwzVNY.jpg,whippet,2017-07-24 00:19:32+00:00,Twitter for iPhone,This is Oliver. You're witnessing one of his many brutal attacks. Seems to be playing with his victim. 13/10 fr*ckin frightening #BarkWeek,13,10,Oliver,
8.889172381238313e+17,https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg,golden retriever,2017-07-23 00:22:39+00:00,Twitter for iPhone,This is Jim. He found a fren. Taught him how to sit like the good boys. 12/10 for both,12,10,Jim,
8.888049891996713e+17,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,golden retriever,2017-07-22 16:56:37+00:00,Twitter for iPhone,This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it. 13/10 would do my best,13,10,Zeke,
8.885549627242783e+17,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,Siberian husky,2017-07-22 00:23:06+00:00,Twitter for iPhone,This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af,13,10,Ralphus,
8.880784344585871e+17,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,French bulldog,2017-07-20 16:49:33+00:00,Twitter for iPhone,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway,12,10,Gerald,
8.877052893818266e+17,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,basset,2017-07-19 16:06:48+00:00,Twitter for iPhone,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic,13,10,Jeffrey,
887517139158093824,None,None,2017-07-19 03:39:09+00:00,Twitter for iPhone,I've yet to rate a Venezuelan Hover Wiener. This is such an honor. 14/10 paw-inspiring af (IG: roxy.thedoxy),14,10,such,
8.874739571039519e+17,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,Pembroke,2017-07-19 00:47:34+00:00,Twitter for iPhone,This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her,13,10,Canela,
8.873432170453688e+17,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg,Mexican hairless,2017-07-18 16:08:03+00:00,Twitter for iPhone,You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo),13,10,None,
8.871013928040858e+17,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,Samoyed,2017-07-18 00:07:08+00:00,Twitter for iPhone,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof,12,10,None,
8.869832335225446e+17,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,Chihuahua,2017-07-17 16:17:36+00:00,Twitter for iPhone,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in,13,10,Maya,
8.867368805193196e+17,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,kuvasz,2017-07-16 23:58:41+00:00,Twitter for iPhone,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help",13,10,Mingus,
886680336477933568,None,None,2017-07-16 20:14:00+00:00,Twitter for iPhone,This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal,13,10,Derek,
8.863661447344456e+17,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,French bulldog,2017-07-15 23:25:31+00:00,Twitter for iPhone,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe,12,10,Roscoe,pupper
886267009285017600,None,None,2017-07-15 16:51:35+00:00,Twitter for iPhone,@NonWhiteHat @MayhewMayhem omg hello tanner you are a scary good boy 12/10 would pet with extreme caution,12,10,None,
8.862583841518879e+17,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,pug,2017-07-15 16:17:19+00:00,Twitter for iPhone,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles,13,10,Waffles,
8.859848000199475e+17,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,Blenheim spaniel,2017-07-14 22:10:11+00:00,Twitter for iPhone,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution,12,10,Jimbo,
8.855289432054702e+17,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,pug,2017-07-13 15:58:47+00:00,Twitter for iPhone,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly,13,10,Maisey,
885518971528720385,None,None,2017-07-13 15:19:09+00:00,Twitter for iPhone,I have a new hero and his name is Howard. 14/10,14,10,None,
8.851676198836388e+17,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,malamute,2017-07-12 16:03:00+00:00,Twitter for iPhone,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10,13,10,None,
8.849255217417093e+17,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,Italian greyhound,2017-07-12 00:01:00+00:00,Twitter for iPhone,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl",12,10,Earl,
8.848767533904896e+17,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,chow,2017-07-11 20:47:12+00:00,Twitter for iPhone,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola,13,10,Lola,
8.845628921456886e+17,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,pug,2017-07-11 00:00:02+00:00,Twitter for iPhone,This is Kevin. He's just so happy. 13/10 what is your secret Kevin,13,10,Kevin,
8.844418053827174e+17,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,Pembroke,2017-07-10 15:58:53+00:00,Twitter for iPhone,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales)",14,10,None,
884247878851493888,None,None,2017-07-10 03:08:17+00:00,Twitter for iPhone,OMG HE DIDN'T MEAN TO HE WAS JUST TRYING A LITTLE BARKOUR HE'S SUPER SORRY 13/10 WOULD FORGIVE IMMEDIATE,13,10,None,
8.841626705843773e+17,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,German shepherd,2017-07-09 21:29:42+00:00,Twitter for iPhone,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo,12,10,Yogi,doggo
8.838381229366313e+17,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,Doberman,2017-07-09 00:00:04+00:00,Twitter for iPhone,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy,12,10,Noah,
8.834828469330043e+17,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,golden retriever,2017-07-08 00:28:19+00:00,Twitter for iPhone,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10",5,10,Bella,
8.833606908992184e+17,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,chow,2017-07-07 16:22:55+00:00,Twitter for iPhone,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck,13,10,Grizzwald,floofer
8.831178360460861e+17,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,golden retriever,2017-07-07 00:17:54+00:00,Twitter for iPhone,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat",13,10,None,
8.829920803642204e+17,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,Eskimo dog,2017-07-06 15:58:11+00:00,Twitter for iPhone,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy,13,10,Rusty,
8.827626945117348e+17,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,Labrador retriever,2017-07-06 00:46:41+00:00,Twitter for iPhone,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl,12,10,Gus,pupper
8.826272703216026e+17,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,Pembroke,2017-07-05 15:48:34+00:00,Twitter for iPhone,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi),13,10,Stanley,
8.822681101993697e+17,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,golden retriever,2017-07-04 16:01:23+00:00,Twitter for iPhone,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸,13,10,Alfy,
882045870035918850,None,None,2017-07-04 01:18:17+00:00,Twitter for iPhone,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko",13,10,Koko,
8.81906580714922e+17,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,Weimaraner,2017-07-03 16:04:48+00:00,Twitter for iPhone,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable,12,10,Rey,
8.816665953445356e+17,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,Saluki,2017-07-03 00:11:11+00:00,Twitter for iPhone,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely,13,10,Gary,
881633300179243008,None,None,2017-07-02 21:58:53+00:00,Twitter for iPhone,@roushfenway These are good dogs but 17/10 is an emotional impulse rating. More like 13/10s,10,10,None,
8.815360043808727e+17,https://pbs.twimg.com/ext_tw_video_thumb/881535971568889856/pu/img/9bawiZ--8FKywTkz.jpg,Samoyed,2017-07-02 15:32:16+00:00,Twitter for iPhone,Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds. 14/10 paw-inspiring af  (IG: puffie_the_chow),14,10,a,pupper
881268444196462592,None,None,2017-07-01 21:49:04+00:00,Twitter for iPhone,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150. 12/10 would pet,12,10,Elliot,
880935762899988482,None,None,2017-06-30 23:47:07+00:00,Twitter for iPhone,This is Louis. He's crossing. It's a big deal. 13/10 h*ckin breathtaking,13,10,Louis,
8.808724488157716e+17,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg,Pembroke,2017-06-30 19:35:32+00:00,Twitter for iPhone,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10,12,10,None,
8.804658323668132e+17,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,golden retriever,2017-06-29 16:39:47+00:00,Twitter for iPhone,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop,12,10,Bella,
8.80221127280382e+17,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,Chihuahua,2017-06-29 00:27:25+00:00,Twitter for iPhone,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well,12,10,Jesse,
8.800957828708966e+17,https://pbs.twimg.com/media/DDa6ckbXgAAM1vV.jpg,miniature pinscher,2017-06-28 16:09:20+00:00,Twitter for iPhone,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10,11,10,None,
8.798624647159276e+17,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,basset,2017-06-28 00:42:13+00:00,Twitter for iPhone,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10,13,10,Romeo,
879674319642796034,None,None,2017-06-27 12:14:36+00:00,Twitter for iPhone,@RealKentMurphy 14/10 confirmed,14,10,None,
8.794920405176156e+17,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg,German short-haired pointer,2017-06-27 00:10:17+00:00,Twitter for iPhone,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10,12,10,Bailey,
8.794158184251843e+17,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg,English springer,2017-06-26 19:07:24+00:00,Twitter for iPhone,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici),13,10,Duddles,
879376492567855104,None,None,2017-06-26 16:31:08+00:00,Twitter for iPhone,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by,12,10,Jack,
879050749262655488,None,None,2017-06-25 18:56:45+00:00,Twitter for iPhone,This is Steven. He has trouble relating to other dogs. Quite shy. Neck longer than average. Tropical probably. 11/10 would still pet,11,10,Steven,
8.790082295310295e+17,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg,vizsla,2017-06-25 16:07:47+00:00,Twitter for iPhone,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs,13,10,Beau,
8.787760934230876e+17,https://pbs.twimg.com/media/DDIKMXzW0AEibje.jpg,Italian greyhound,2017-06-25 00:45:22+00:00,Twitter for iPhone,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth,13,10,Snoopy,puppo
878604707211726852,None,None,2017-06-24 13:24:20+00:00,Twitter for iPhone,Martha is stunning how h*ckin dare you. 13/10,13,10,None,
8.782815110064783e+17,https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg,basset,2017-06-23 16:00:04+00:00,Twitter for iPhone,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below",13,10,Shadow,
8.780576130401157e+17,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg,French bulldog,2017-06-23 01:10:23+00:00,Twitter for iPhone,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved,14,10,Emmy,
8.777364723291914e+17,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg,Chesapeake Bay retriever,2017-06-22 03:54:17+00:00,Twitter for iPhone,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again,13,10,Aja,
8.775562467312148e+17,https://pbs.twimg.com/media/DC20wEcW0AAf59m.jpg,basset,2017-06-21 15:58:08+00:00,Twitter for iPhone,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would enjoy more shampoo options,12,10,Penny,
8.77316821321429e+17,https://pbs.twimg.com/media/DCza_vtXkAQXGpC.jpg,Saluki,2017-06-21 00:06:44+00:00,Twitter for iPhone,"Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome. 13/10 for water resistant good boy",13,10,Dante,
8.772018374259261e+17,https://pbs.twimg.com/media/DCxyahJWsAAddSC.jpg,Pembroke,2017-06-20 16:29:50+00:00,Twitter for iPhone,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congratulatory boop,12,10,Nelly,
8.768381206285394e+17,https://pbs.twimg.com/media/DCsnnZsVwAEfkyi.jpg,bloodhound,2017-06-19 16:24:33+00:00,Twitter for iPhone,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug passionately,12,10,Ginger,pupper
876537666061221889,None,None,2017-06-18 20:30:39+00:00,Twitter for iPhone,I can say with the pupmost confidence that the doggos who assisted with this search are heroic as h*ck. 14/10 for all,14,10,None,
8.764840539098726e+17,https://pbs.twimg.com/media/DCnll_dUQAAkBdG.jpg,golden retriever,2017-06-18 16:57:37+00:00,Twitter for iPhone,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super duper good boy,13,10,Benedict,
8.761202751961702e+17,https://pbs.twimg.com/media/DCiavj_UwAAcXep.jpg,Bernese mountain dog,2017-06-17 16:52:05+00:00,Twitter for iPhone,"Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scritches. 13/10 much excite",13,10,Venti,
8.757477678675231e+17,https://pbs.twimg.com/media/DCdH8YpUQAAiEbL.jpg,Labrador retriever,2017-06-16 16:11:53+00:00,Twitter for iPhone,"This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level. 13/10 will steal your girl",13,10,Goose,
8.751442898561147e+17,https://pbs.twimg.com/ext_tw_video_thumb/875144175078957056/pu/img/BRi_l7vUdpb93Knf.jpg,Siberian husky,2017-06-15 00:13:52+00:00,Twitter for iPhone,Meet Nugget and Hank. Nugget took Hank's bone. Hank is wondering if you would please return it to him. Both 13/10 would not intervene,13,10,Nugget,
875097192612077568,None,None,2017-06-14 21:06:43+00:00,Twitter for iPhone,You'll get your package when that precious man is done appreciating the pups. 13/10 for everyone,13,10,None,
8.750212112515973e+17,https://pbs.twimg.com/media/DCSzF3NVoAAPzT4.jpg,West Highland white terrier,2017-06-14 16:04:48+00:00,Twitter for iPhone,Guys please stop sending pictures without any dogs in th- oh never mind hello excuse me sir. 12/10 stealthy as h*ck,12,10,None,
8.746800970551788e+17,https://pbs.twimg.com/media/DCN85nGUwAAzG_q.jpg,Labrador retriever,2017-06-13 17:29:20+00:00,Twitter for iPhone,Meet Cash. He hath acquired a stick. A very good stick tbh. 12/10 would pat head approvingly,12,10,Cash,
8.742967835806638e+17,https://pbs.twimg.com/media/DCIgSR0XgAANEOY.jpg,cocker spaniel,2017-06-12 16:06:11+00:00,Twitter for iPhone,This is Jed. He may be the fanciest pupper in the game right now. Knows it too. 13/10 would sign modeling contract,13,10,Jed,pupper
8.740575629368115e+17,https://pbs.twimg.com/media/DCFGtdoXkAEsqIw.jpg,flat-coated retriever,2017-06-12 00:15:36+00:00,Twitter for iPhone,"I can't believe this keeps happening. This, is a birb taking a bath. We only rate dogs. Please only send dogs. Thank you... 12/10",12,10,None,
8.740129962925302e+17,https://pbs.twimg.com/media/DCEeLxjXsAAvNSM.jpg,Cardigan,2017-06-11 21:18:31+00:00,Twitter for iPhone,"This is Sebastian. He can't see all the colors of the rainbow, but he can see that this flag makes his human happy. 13/10 #PrideMonth puppo",13,10,Sebastian,puppo
8.73580283840344e+17,https://pbs.twimg.com/media/DB-UotKXkAEHXVi.jpg,Newfoundland,2017-06-10 16:39:04+00:00,Twitter for iPhone,"We usually don't rate Deck-bound Saskatoon Black Bears, but this one is h*ckin flawless. Sneaky tongue slip too. 13/10 would hug firmly",13,10,None,
8.732137756329779e+17,https://pbs.twimg.com/media/DB5HTBGXUAE0TiK.jpg,vizsla,2017-06-09 16:22:42+00:00,Twitter for iPhone,This is Sierra. She's one precious pupper. Absolute 12/10. Been in and out of ICU her whole life. Help Sierra below,12,10,Sierra,pupper
8.729671041477632e+17,https://pbs.twimg.com/media/DB1m871XUAAw5vZ.jpg,Labrador retriever,2017-06-09 00:02:31+00:00,Twitter for iPhone,Here's a very large dog. He has a date later. Politely asked this water person to check if his breath is bad. 12/10 good to go doggo,12,10,None,doggo
8.728206835412378e+17,https://pbs.twimg.com/media/DBzhx0PWAAEhl0E.jpg,pug,2017-06-08 14:20:41+00:00,Twitter for iPhone,Here are my favorite #dogsatpollingstations  Most voted for a more consistent walking schedule and to increase daily pats tenfold. All 13/10,13,10,None,
8.726208048440033e+17,https://pbs.twimg.com/media/DBwr_hzXkAEnZBW.jpg,cocker spaniel,2017-06-08 01:06:27+00:00,Twitter for iPhone,This is Monkey. She's supporting owners everywhere with her fancy #PrideMonth bandana. 13/10 love is love is love...,13,10,Monkey,
8.724869791617966e+17,https://pbs.twimg.com/media/DBuyRlTUwAAYhG9.jpg,Pembroke,2017-06-07 16:14:40+00:00,Twitter for iPhone,We. Only. Rate. Dogs. Do not send in other things like this fluffy floor shark clearly ready to attack. Get it together guys... 12/10,12,10,None,
8.722617132944957e+17,https://pbs.twimg.com/media/DBrlZk2UQAAfAkd.jpg,Labrador retriever,2017-06-07 01:19:32+00:00,Twitter for iPhone,This is Harry. His ears are activated one at a time. Incredibly rare to witness in person. Very special moment here. 13/10 blessed as h*ck,13,10,Harry,
872122724285648897,None,None,2017-06-06 16:07:15+00:00,Twitter for iPhone,This is Kody. He's a baller. Wishes he was a little bit taller. Double dribbles often. Still 12/10 would happily get dunked on,12,10,Kody,
8.718797546848051e+17,https://pbs.twimg.com/media/DBmKAmBXUAE-pQ-.jpg,Shetland sheepdog,2017-06-06 00:01:46+00:00,Twitter for iPhone,Say hello to Lassie. She's celebrating #PrideMonth by being a splendid mix of astute and adorable. Proudly supupporting her owner. 13/10,13,10,Lassie,
8.717625216314491e+17,https://pbs.twimg.com/media/DBkfY58XcAEdzZy.jpg,Labrador retriever,2017-06-05 16:15:56+00:00,Twitter for iPhone,This is Rover. As part of pupper protocol he had to at least attempt to eat the plant. Confirmed not tasty. Needs peanut butter. 12/10,12,10,Rover,pupper
8.715159279086346e+17,https://pbs.twimg.com/media/DBg_HT9WAAEeIMM.jpg,komondor,2017-06-04 23:56:03+00:00,Twitter for iPhone,This is Napolean. He's a Raggedy East Nicaraguan Zoom Zoom. Runs on one leg. Built for deception. No eyes. Good with kids. 12/10 great doggo,12,10,Napolean,doggo
871102520638267392,None,None,2017-06-03 20:33:19+00:00,Twitter for iPhone,Never doubt a doggo 14/10,14,10,None,doggo
8.710326289206804e+17,https://pbs.twimg.com/media/DBaHi3YXgAE6knM.jpg,kelpie,2017-06-03 15:55:36+00:00,Twitter for iPhone,"This is Boomer. He's doing an advanced water takeoff. The opposite of Sully. Ears for control, mlem for style. 13/10 simply breathtaking",13,10,Boomer,
870804317367881728,None,None,2017-06-03 00:48:22+00:00,Twitter for iPhone,Real funny guys. Sending in a pic without a dog in it. Hilarious. We'll rate the rug tho because it's giving off a very good vibe. 11/10,11,10,None,
870726314365509632,None,None,2017-06-02 19:38:25+00:00,Twitter for iPhone,@ComplicitOwl @ShopWeRateDogs &gt;10/10 is reserved for dogs,10,10,None,
8.706563178364682e+17,https://pbs.twimg.com/media/DBUxSSTXsAA-Jn1.jpg,Pembroke,2017-06-02 15:00:16+00:00,Twitter for iPhone,This is Cody. He zoomed too aggressively and tore his ACL. Happens to the best of us. Still 13/10  Help Cody here:,13,10,Cody,
8.703740492806636e+17,https://pbs.twimg.com/media/DBQwlFCXkAACSkI.jpg,golden retriever,2017-06-01 20:18:38+00:00,Twitter for iPhone,This is Zoey. She really likes the planet. Would hate to see willful ignorance and the denial of fairly elemental science destroy it. 13/10,13,10,Zoey,
8.703089999625216e+17,https://pbs.twimg.com/media/DBP1asiUAAEKZI5.jpg,Greater Swiss Mountain dog,2017-06-01 16:00:09+00:00,Twitter for iPhone,"This is Rumble, but he's not ready to. Would rather fall asleep in his bath bucket. 13/10 would attempt a boop without waking",13,10,Rumble,
870063196459192321,None,None,2017-05-31 23:43:25+00:00,Twitter for iPhone,Meet Clifford. He's quite large. Also red. Good w kids. Somehow never steps on them. Massive poops very inconvenient. Still 14/10 would ride,14,10,Clifford,
8.697724208817562e+17,https://pbs.twimg.com/media/DBINZcxXgAQ-R6P.jpg,Pembroke,2017-05-31 04:27:59+00:00,Twitter for iPhone,"This is Dewey (pronounced ""covfefe""). He's having a good walk. Arguably the best walk. 13/10 would snug softly",13,10,Dewey,
8.697029578975764e+17,https://pbs.twimg.com/media/DBHOOfOXoAABKlU.jpg,Pembroke,2017-05-30 23:51:58+00:00,Twitter for iPhone,Meet Stanley. He likes road trips. Will shift for you. One ear more effective than other. 13/10 we don't leave until you buckle pup Stanley,13,10,Stanley,
8.69596645499048e+17,https://pbs.twimg.com/media/DBFtiYqWAAAsjj1.jpg,Chihuahua,2017-05-30 16:49:31+00:00,Twitter for iPhone,This is Scout. He just graduated. Officially a doggo now. Have fun with taxes and losing sight of your ambitions. 12/10 would throw cap for,12,10,Scout,doggo
